observed_mass,true_mass
1.709974973728528482e+02,1.715059853721106151e+02
1.700953443350504699e+02,1.730682036381617195e+02
1.708662881748645930e+02,1.718394323366108836e+02
1.715286719282617298e+02,1.707624412640223568e+02
1.726663606842398337e+02,1.753139390417285881e+02
1.790159045270553406e+02,1.730362099387556327e+02
1.780453291933439743e+02,1.723202686428892321e+02
1.726074286814501306e+02,1.720086164934519957e+02
1.632407506691976664e+02,1.729108826605161369e+02
1.763363713391034651e+02,1.720086164934519957e+02
1.704790086874909605e+02,1.723202686428892321e+02
1.714975248383115911e+02,1.723202686428892321e+02
1.789495949553576679e+02,1.720086164934519957e+02
1.807479346061287231e+02,1.784021668034778543e+02
1.702002119219609142e+02,1.723202686428892321e+02
1.763272421092826789e+02,1.746243765404120722e+02
1.748818559125891738e+02,1.707776325370259087e+02
1.729372659686528948e+02,1.730362099387556327e+02
1.805415416123749424e+02,1.723202686428892321e+02
1.383164919589585793e+02,1.729108826605161369e+02
1.756594716709544173e+02,1.715059853721106151e+02
1.677061472573251706e+02,1.730667645586473213e+02
1.775854406300723838e+02,1.718394323366108836e+02
1.662503542182085141e+02,1.723202686428892321e+02
1.708605533964239669e+02,1.730667645586473213e+02
1.724174345969714750e+02,1.730682036381617195e+02
1.749503152004760409e+02,1.718437917214091044e+02
1.700097425590558942e+02,1.744145648839782154e+02
1.798713721566961965e+02,1.723202686428892321e+02
1.647715692625021120e+02,1.733022692719310385e+02
1.741296019884161694e+02,1.720086164934519957e+02
1.786719561190012655e+02,1.730362099387556327e+02
1.693845826862163335e+02,1.681742362591582491e+02
1.761030917665036384e+02,1.730362099387556327e+02
1.766064226441096139e+02,1.723202686428892321e+02
1.691068112951421938e+02,1.730682036381617195e+02
1.629820769282721358e+02,1.720086164934519957e+02
1.755395174617412124e+02,1.723202686428892321e+02
1.760319935440808763e+02,1.746243765404120722e+02
1.826070609552870962e+02,1.738196628827299719e+02
1.644669972717993289e+02,1.730667645586473213e+02
1.735735905371151375e+02,1.723202686428892321e+02
1.694221111125744983e+02,1.720086164934519957e+02
1.762014694005061699e+02,1.723202686428892321e+02
1.636016375032670567e+02,1.730682036381617195e+02
1.723027415843051529e+02,1.733022692719310385e+02
1.718364482176628769e+02,1.718394323366108836e+02
1.719431577570925072e+02,1.723202686428892321e+02
1.750546977734963718e+02,1.751495903507567959e+02
1.649054270689671000e+02,1.723202686428892321e+02
1.718185078898559652e+02,1.744145648839782154e+02
1.708682612582464628e+02,1.730667645586473213e+02
1.698611177203496538e+02,1.720086164934519957e+02
1.794622419510830298e+02,1.746243765404120722e+02
1.834908338209674810e+02,1.729108826605161369e+02
1.719944277345134935e+02,1.723202686428892321e+02
1.750175759881836370e+02,1.730682036381617195e+02
1.753882255178415335e+02,1.730667645586473213e+02
1.779117180021172544e+02,1.729108826605161369e+02
1.681959028754701819e+02,1.723202686428892321e+02
1.825735663008641438e+02,1.768440905318926184e+02
1.535212571927863223e+02,1.644013099865139225e+02
1.403916473776510543e+02,1.746243765404120722e+02
1.744408219174938210e+02,1.733022692719310385e+02
1.699971888805131073e+02,1.793345775464265159e+02
1.694879219763376454e+02,1.707624412640223568e+02
1.733683488606192498e+02,1.723202686428892321e+02
1.660212433899140478e+02,1.718394323366108836e+02
1.704648040608578015e+02,1.737868040214431744e+02
1.627950693371370789e+02,1.765203746151886435e+02
1.683529325908478995e+02,1.718437917214091044e+02
1.495845881798646246e+02,1.733022692719310385e+02
1.707764612073643491e+02,1.720086164934519957e+02
1.672318581479809723e+02,1.680408807806672939e+02
1.696381699281969873e+02,1.730682036381617195e+02
1.681177121810879385e+02,1.718394323366108836e+02
1.726691575604021978e+02,1.746243765404120722e+02
1.744206407558506839e+02,1.751495903507567959e+02
1.722184258400635599e+02,1.723202686428892321e+02
1.320161490643645266e+02,1.733022692719310385e+02
1.666667930886700049e+02,1.730682036381617195e+02
1.713696478307923314e+02,1.718437917214091044e+02
1.676365379352015168e+02,1.718437917214091044e+02
1.623341673321301641e+02,1.715059853721106151e+02
1.721733769072924076e+02,1.723202686428892321e+02
1.748541706231214619e+02,1.751495903507567959e+02
1.651776302798655252e+02,1.718437917214091044e+02
1.709933323111708319e+02,1.720086164934519957e+02
1.737162938930107998e+02,1.730362099387556327e+02
1.827926445857614226e+02,1.729108826605161369e+02
1.745008798252947599e+02,1.745215078156080608e+02
1.677593396937024863e+02,1.729108826605161369e+02
1.713293535633998772e+02,1.737868040214431744e+02
1.746109790641253880e+02,1.729108826605161369e+02
1.554343227357971102e+02,1.484385342729194974e+02
1.755305036589987253e+02,1.707624412640223568e+02
1.768207439844157705e+02,1.730362099387556327e+02
1.629673556675714963e+02,1.720086164934519957e+02
1.449795954746515179e+02,1.730362099387556327e+02
1.546575156932119341e+02,1.723202686428892321e+02
1.709349781143260998e+02,1.730362099387556327e+02
1.754014194639325410e+02,1.733022692719310385e+02
1.724091214711037026e+02,1.723202686428892321e+02
1.767089648640290136e+02,1.738196628827299719e+02
1.591687925976184772e+02,1.718394323366108836e+02
1.509070202742556148e+02,1.715059853721106151e+02
1.689678830157449454e+02,1.744145648839782154e+02
1.822603272349029453e+02,1.757254936756426957e+02
1.608267757328326297e+02,1.730682036381617195e+02
1.719160912731190365e+02,1.729108826605161369e+02
1.746158648905881705e+02,1.729108826605161369e+02
1.737727070935988820e+02,1.731096777876122701e+02
1.708826518847196212e+02,1.718519248372980428e+02
1.585853878487435793e+02,1.728084009941855470e+02
1.754588188005719473e+02,1.718519248372980428e+02
1.648544577096282922e+02,1.731096777876122701e+02
1.720670022179561442e+02,1.721257590316733115e+02
1.837423677499585608e+02,1.727604771188451025e+02
1.737316741121898929e+02,1.734522242718722680e+02
1.463942065523643521e+02,1.734744147017247826e+02
1.563062779990805780e+02,1.734744147017247826e+02
1.760569747959581548e+02,1.728084009941855470e+02
1.621974709500290714e+02,1.665217453962222294e+02
1.612667815727178606e+02,1.730275313823109116e+02
1.719137250339103389e+02,1.725421373923241219e+02
1.624954180070540701e+02,1.728084009941855470e+02
1.642923107225234673e+02,1.730275313823109116e+02
1.687186449179331191e+02,1.731096777876122701e+02
1.651879962634322965e+02,1.728084009941855470e+02
1.746476436883616827e+02,1.730275313823109116e+02
1.723447201341207631e+02,1.731464195598353513e+02
1.715646350397331332e+02,1.727604771188451025e+02
1.450316458959699730e+02,1.727604771188451025e+02
1.657903670761365902e+02,1.696590698659170187e+02
1.478998638348165571e+02,1.734744147017247826e+02
1.717244633854444658e+02,1.731464195598353513e+02
1.551941644626835171e+02,1.725421373923241219e+02
1.747583406762939831e+02,1.728084009941855470e+02
1.718291254715172443e+02,1.718519248372980428e+02
1.758865577492827583e+02,1.725421373923241219e+02
1.740961239243310104e+02,1.746415776864589020e+02
1.482971516874986833e+02,1.731464195598353513e+02
1.597934492523578740e+02,1.727604771188451025e+02
1.596807692101891689e+02,1.725421373923241219e+02
1.276874134081367345e+02,1.731464195598353513e+02
1.721703327008358144e+02,1.734522242718722680e+02
1.666924642087641075e+02,1.731096777876122701e+02
1.701422556024297705e+02,1.746415776864589020e+02
1.712955682669466739e+02,1.721257590316733115e+02
1.652513296405233234e+02,1.727604771188451025e+02
1.817558407288713340e+02,1.728084009941855470e+02
1.623340499264739094e+02,1.600357378849290058e+02
1.634125558397828684e+02,1.731464195598353513e+02
1.720592842989620124e+02,1.731464195598353513e+02
1.782401146213145751e+02,1.725421373923241219e+02
1.706647585679016856e+02,1.727604771188451025e+02
1.675036391520454515e+02,1.721257590316733115e+02
1.753594020213749332e+02,1.713010609663040213e+02
1.451636879254897678e+02,1.727604771188451025e+02
1.676526393383007303e+02,1.731096777876122701e+02
1.708433460012519731e+02,1.725421373923241219e+02
1.759567695148761288e+02,1.734522242718722680e+02
1.765493645648578536e+02,1.731464195598353513e+02
1.848534814993907105e+02,1.730275313823109116e+02
1.755670589812811784e+02,1.725421373923241219e+02
1.780838569668172511e+02,1.727604771188451025e+02
1.691503755921251013e+02,1.734744147017247826e+02
1.727198664053546509e+02,1.701362004257328522e+02
1.792608191020266588e+02,1.794662608410524740e+02
1.729908965833565446e+02,1.620294601543565136e+02
1.626904896704552925e+02,1.730275313823109116e+02
1.611095060474150955e+02,1.750932168759151750e+02
1.591018205050571055e+02,1.721257590316733115e+02
1.688065908065775602e+02,1.718519248372980428e+02
1.328084391002831239e+02,1.620294601543565136e+02
1.789804669728698343e+02,1.718519248372980428e+02
1.732735788565060204e+02,1.728084009941855470e+02
1.644794352181749559e+02,1.718519248372980428e+02
1.679359784320389792e+02,1.730275313823109116e+02
1.672869871733835794e+02,1.731464195598353513e+02
1.324694037910986140e+02,1.730275313823109116e+02
1.618564190418309181e+02,1.698601548346019854e+02
1.783552582944451785e+02,1.733453813852023586e+02
1.691894184281790103e+02,1.730275313823109116e+02
1.772584877146281599e+02,1.734744147017247826e+02
1.692169617285337040e+02,1.731096777876122701e+02
1.699751813383620345e+02,1.713010609663040213e+02
1.666521137454541304e+02,1.727604771188451025e+02
1.757605590072642769e+02,1.734744147017247826e+02
1.821239229451366839e+02,1.721257590316733115e+02
1.683483321515484192e+02,1.731464195598353513e+02
1.735622386749829218e+02,1.734744147017247826e+02
1.672716094812913923e+02,1.730275313823109116e+02
1.756288067344051171e+02,1.731096777876122701e+02
1.684394258167256737e+02,1.725421373923241219e+02
1.679471751855261630e+02,1.725421373923241219e+02
1.704738430803961933e+02,1.730275313823109116e+02
1.763794000038857348e+02,1.731096777876122701e+02
1.756649014062518290e+02,1.721257590316733115e+02
1.712592402825920033e+02,1.725421373923241219e+02
1.754794720619642021e+02,1.731464195598353513e+02
1.454601558513593034e+02,1.725421373923241219e+02
1.918614354579827079e+02,1.817959327086059602e+02
1.680716561825428528e+02,1.727604771188451025e+02
1.689818447285289835e+02,1.731464195598353513e+02
1.689036125309817464e+02,1.727604771188451025e+02
1.650691522010468759e+02,1.721257590316733115e+02
1.662480217916495917e+02,1.721257590316733115e+02
1.713417262030531560e+02,1.734522242718722680e+02
1.740308108933323581e+02,1.728084009941855470e+02
1.728027003712294913e+02,1.727604771188451025e+02
1.770725264011726949e+02,1.730275313823109116e+02
1.677743577983925718e+02,1.731464195598353513e+02
1.885211583475339125e+02,1.891130668811271676e+02
1.545106294868796510e+02,1.728084009941855470e+02
1.721762452619722410e+02,1.713010609663040213e+02
1.710622049191355529e+02,1.721257590316733115e+02
1.686039050361894738e+02,1.733453813852023586e+02
1.897120847000444996e+02,1.733453813852023586e+02
1.681963122558503585e+02,1.734744147017247826e+02
1.539363791419442293e+02,1.731464195598353513e+02
1.587066087950961446e+02,1.713010609663040213e+02
1.747105863649129560e+02,1.727604771188451025e+02
1.641977350057424587e+02,1.727604771188451025e+02
1.631550174769907073e+02,1.718519248372980428e+02
1.702635831257354369e+02,1.731464195598353513e+02
1.798946862891269802e+02,1.730275313823109116e+02
1.676633030888754945e+02,1.730275313823109116e+02
1.754021625618086375e+02,1.731096777876122701e+02
1.571967381194050404e+02,1.718519248372980428e+02
1.735387665333174994e+02,1.728084009941855470e+02
1.680557022414174355e+02,1.728084009941855470e+02
1.738304207436179354e+02,1.730275313823109116e+02
1.690233929100567991e+02,1.731096777876122701e+02
1.668664351220611763e+02,1.731096777876122701e+02
1.445360122379225345e+02,1.727604771188451025e+02
1.437150712784918198e+02,1.713010609663040213e+02
1.745336267550401601e+02,1.731464195598353513e+02
1.768261131457826423e+02,1.721257590316733115e+02
1.716638097441989146e+02,1.734744147017247826e+02
1.747684455127746617e+02,1.733453813852023586e+02
1.397411874647433194e+02,1.725421373923241219e+02
1.706230890040305042e+02,1.727604771188451025e+02
1.607754357242660035e+02,1.728084009941855470e+02
1.774639540965561366e+02,1.727604771188451025e+02
1.738728997266569820e+02,1.718519248372980428e+02
1.692119870516997935e+02,1.728084009941855470e+02
1.793750824832673345e+02,1.731464195598353513e+02
1.734975901025843825e+02,1.727604771188451025e+02
1.663774096605198167e+02,1.725421373923241219e+02
1.805869820134360850e+02,1.733453813852023586e+02
1.574491340872278613e+02,1.728084009941855470e+02
1.748555577305691315e+02,1.718519248372980428e+02
1.232506496979800517e+02,1.728084009941855470e+02
1.772015512362127367e+02,1.721257590316733115e+02
1.828589205558585320e+02,1.773151386710421207e+02
1.302861872553401099e+02,1.830680782347218383e+02
1.672669563350233091e+02,1.725421373923241219e+02
1.820838508109399072e+02,1.728084009941855470e+02
1.328251218559559277e+02,1.731464195598353513e+02
1.735350592985214178e+02,1.725421373923241219e+02
1.744376891294575671e+02,1.733453813852023586e+02
1.686288782202097991e+02,1.731096777876122701e+02
1.731787725220696643e+02,1.721257590316733115e+02
1.630250882551114842e+02,1.754560054023037594e+02
1.703555256012839436e+02,1.728084009941855470e+02
1.793706732892659090e+02,1.718519248372980428e+02
1.791013485326796228e+02,1.727604771188451025e+02
1.715740455005910405e+02,1.733453813852023586e+02
1.669164768448459597e+02,1.725421373923241219e+02
1.752079192844167324e+02,1.721257590316733115e+02
1.856453287392744187e+02,1.728084009941855470e+02
1.783017483594447583e+02,1.750932168759151750e+02
1.613393491681931096e+02,1.727604771188451025e+02
1.516389513939961375e+02,1.830680782347218383e+02
1.544636663117043724e+02,1.731464195598353513e+02
1.813664535035979384e+02,1.746415776864589020e+02
1.745016046991250960e+02,1.721257590316733115e+02
1.795847825010681902e+02,1.718519248372980428e+02
1.717152972380586959e+02,1.730275313823109116e+02
1.333494808479781284e+02,1.725421373923241219e+02
1.787524809742481295e+02,1.728084009941855470e+02
1.623285904581903765e+02,1.725421373923241219e+02
1.755593564277178018e+02,1.734522242718722680e+02
1.763662848636822389e+02,1.730275313823109116e+02
1.716964952985288733e+02,1.721257590316733115e+02
1.477863491919807473e+02,1.656544063414899597e+02
1.437306116460843270e+02,1.733453813852023586e+02
1.244615331223039334e+02,1.734522242718722680e+02
1.726001525146125459e+02,1.725421373923241219e+02
1.796567608462502221e+02,1.734744147017247826e+02
1.700504034752013069e+02,1.718519248372980428e+02
1.623818526695162063e+02,1.728084009941855470e+02
1.820016707828031031e+02,1.728084009941855470e+02
1.612156750763310527e+02,1.620294601543565136e+02
1.672276799435373960e+02,1.721257590316733115e+02
1.732794538766380299e+02,1.698601548346019854e+02
1.746700693912660824e+02,1.731096777876122701e+02
1.778887517829798526e+02,1.772830451685903768e+02
1.780703537219605153e+02,1.731096777876122701e+02
1.548175327294109422e+02,1.754560054023037594e+02
1.769364227723233967e+02,1.728084009941855470e+02
1.688582351656034177e+02,1.731464195598353513e+02
1.826484919327199066e+02,1.727604771188451025e+02
1.801014276084758592e+02,1.730275313823109116e+02
1.722346138744563859e+02,1.725421373923241219e+02
1.583393370564712654e+02,1.725421373923241219e+02
1.786222261816058108e+02,1.725421373923241219e+02
1.776924003077251939e+02,1.718519248372980428e+02
1.777558708256453315e+02,1.721257590316733115e+02
1.745132292475041709e+02,1.727604771188451025e+02
1.575717982505502448e+02,1.701362004257328522e+02
1.775997495805625874e+02,1.731464195598353513e+02
1.813942775794281488e+02,1.733453813852023586e+02
1.677441214374373430e+02,1.731464195598353513e+02
1.673891344874953120e+02,1.721257590316733115e+02
1.546301641906990199e+02,1.728084009941855470e+02
1.747845529908994990e+02,1.731464195598353513e+02
1.813823924369744987e+02,1.728084009941855470e+02
1.541946226194448002e+02,1.734680196159201557e+02
1.721236494415088032e+02,1.735816506651377722e+02
1.353156326238931229e+02,1.727734810925370823e+02
1.735230726906322047e+02,1.762008870593541872e+02
1.515039384236480373e+02,1.714838161084538797e+02
1.727680154793876568e+02,1.707243938699323564e+02
1.470402147331372760e+02,1.697365111701504645e+02
1.811444576966109707e+02,1.714838161084538797e+02
1.790087918332373533e+02,1.714838161084538797e+02
1.683244826086371972e+02,1.695900460283190512e+02
1.851120120775308919e+02,1.754558168382440613e+02
1.700162016462512611e+02,1.728819871625320843e+02
1.790258526464160695e+02,1.728819871625320843e+02
1.707475029718103769e+02,1.730910310422098064e+02
1.760899921276908060e+02,1.705395086604097514e+02
1.508776991065342088e+02,1.752757669784472796e+02
1.707600055848776037e+02,1.707243938699323564e+02
1.652020344116621402e+02,1.728819871625320843e+02
1.653481368112666701e+02,1.727734810925370823e+02
1.757997929754347979e+02,1.707243938699323564e+02
1.522949911080042682e+02,1.728819871625320843e+02
1.782988851733748277e+02,1.727734810925370823e+02
1.686322540580776774e+02,1.749357684164143336e+02
1.650592473599218124e+02,1.735895411416776426e+02
1.686447536329979471e+02,1.715621358225532447e+02
1.668809425139119185e+02,1.728819871625320843e+02
1.719575322238781041e+02,1.719099627220425077e+02
1.740861542266605966e+02,1.727734810925370823e+02
1.745419866622536915e+02,1.728819871625320843e+02
1.789648221435912205e+02,1.727734810925370823e+02
1.746912116374695643e+02,1.734680196159201557e+02
1.683058674658796576e+02,1.730910310422098064e+02
1.447671484550044738e+02,1.728819871625320843e+02
1.781072374105265510e+02,1.734680196159201557e+02
1.866469949041916720e+02,1.734680196159201557e+02
1.633525508973993965e+02,1.749357684164143336e+02
1.776921533769104542e+02,1.730910310422098064e+02
1.725363112482154690e+02,1.719099627220425077e+02
1.696591999597025904e+02,1.707243938699323564e+02
1.531271083416955889e+02,1.754558168382440613e+02
1.758084301819784798e+02,1.734680196159201557e+02
1.668243010807076416e+02,1.719099627220425077e+02
1.699016446208389937e+02,1.727734810925370823e+02
1.661293037731357458e+02,1.728819871625320843e+02
1.765314370733995588e+02,1.727734810925370823e+02
1.498040819948716091e+02,1.730910310422098064e+02
1.748342375581228794e+02,1.734680196159201557e+02
1.885937498783262072e+02,1.783339039454472754e+02
1.532026977904047271e+02,1.749357684164143336e+02
1.743993546061160771e+02,1.806057673246057789e+02
1.559086291257701760e+02,1.727734810925370823e+02
1.702460661477445001e+02,1.719099627220425077e+02
1.650411440601930053e+02,1.697365111701504645e+02
1.502638007409492786e+02,1.727734810925370823e+02
1.682900370199135693e+02,1.719099627220425077e+02
1.756763221528488828e+02,1.727734810925370823e+02
1.791635526108439080e+02,1.762008870593541872e+02
1.632813904426741090e+02,1.783339039454472754e+02
1.738015570418228322e+02,1.728819871625320843e+02
1.738507721936950361e+02,1.730910310422098064e+02
1.674957541704826838e+02,1.727734810925370823e+02
1.711737698770642737e+02,1.728819871625320843e+02
1.560564400360998718e+02,1.728819871625320843e+02
1.748868903120055336e+02,1.735816506651377722e+02
1.727320398111113491e+02,1.727734810925370823e+02
1.600257030173353314e+02,1.705395086604097514e+02
1.546375232568935587e+02,1.715621358225532447e+02
1.638427040786302769e+02,1.727734810925370823e+02
1.628534046055732460e+02,1.727734810925370823e+02
1.716090078598622881e+02,1.727734810925370823e+02
1.837540820054658752e+02,1.734680196159201557e+02
1.661132943820701371e+02,1.735895411416776426e+02
1.690438346314159901e+02,1.727734810925370823e+02
1.743351156521458734e+02,1.719099627220425077e+02
1.709758164627282611e+02,1.719099627220425077e+02
1.750691048955121971e+02,1.773019977583758475e+02
1.722653330520605550e+02,1.735895411416776426e+02
1.576749657060765912e+02,1.719099627220425077e+02
1.794679644317395741e+02,1.785865271386345228e+02
1.695708920872371550e+02,1.695900460283190512e+02
1.761590802684922323e+02,1.714838161084538797e+02
1.691838926857179217e+02,1.728819871625320843e+02
1.742628971716422939e+02,1.727734810925370823e+02
1.541967346049761147e+02,1.785865271386345228e+02
1.695865136103576276e+02,1.734680196159201557e+02
1.539098043889545409e+02,1.707243938699323564e+02
1.788202170061629488e+02,1.734680196159201557e+02
1.632971668060419290e+02,1.735895411416776426e+02
1.679786515754389882e+02,1.727734810925370823e+02
1.526676065782480407e+02,1.727734810925370823e+02
1.678807590943261516e+02,1.727734810925370823e+02
1.628647113467410463e+02,1.730910310422098064e+02
1.760947605207796585e+02,1.734680196159201557e+02
1.436042828763270904e+02,1.569605765668152628e+02
1.696400237065576277e+02,1.727734810925370823e+02
1.741009856069145485e+02,1.749357684164143336e+02
1.734945879246296840e+02,1.735816506651377722e+02
1.777885355463521648e+02,1.727734810925370823e+02
1.689195391812750131e+02,1.734680196159201557e+02
1.696416341403662216e+02,1.728819871625320843e+02
1.564071202648875385e+02,1.735895411416776426e+02
1.703611046914789995e+02,1.715621358225532447e+02
1.706018515764960171e+02,1.727734810925370823e+02
1.634623987598373844e+02,1.697365111701504645e+02
1.665887197760594063e+02,1.727734810925370823e+02
1.611254233041597104e+02,1.734680196159201557e+02
1.672303348813438788e+02,1.728819871625320843e+02
1.466819467900901373e+02,1.728819871625320843e+02
1.627654845640707606e+02,1.728819871625320843e+02
1.610318809874178214e+02,1.695900460283190512e+02
1.686733150917208661e+02,1.728819871625320843e+02
1.627628177277244674e+02,1.734680196159201557e+02
1.778800901406036985e+02,1.727734810925370823e+02
1.707849396385961995e+02,1.735816506651377722e+02
1.794071389033063895e+02,1.715621358225532447e+02
1.742679513567631204e+02,1.728819871625320843e+02
1.731893625141198356e+02,1.719099627220425077e+02
1.359355209739285328e+02,1.735895411416776426e+02
1.845297383070262640e+02,1.728819871625320843e+02
1.742871799906659476e+02,1.719099627220425077e+02
1.713812448158873849e+02,1.730910310422098064e+02
1.704514292359618537e+02,1.730910310422098064e+02
1.651406387202737847e+02,1.727734810925370823e+02
1.730467485469326903e+02,1.719099627220425077e+02
1.713701422252975703e+02,1.735895411416776426e+02
1.616902866148920452e+02,1.719099627220425077e+02
1.704658541042345234e+02,1.730910310422098064e+02
1.749567432650807177e+02,1.705395086604097514e+02
1.348745289697438920e+02,1.719099627220425077e+02
1.697259035209876572e+02,1.715621358225532447e+02
1.747178857798841136e+02,1.727734810925370823e+02
1.708570927829444770e+02,1.735895411416776426e+02
1.656115204133810153e+02,1.728819871625320843e+02
1.721842535953124695e+02,1.727734810925370823e+02
1.778180905416797657e+02,1.735816506651377722e+02
1.455736644310740928e+02,1.754558168382440613e+02
1.735864657637887092e+02,1.727734810925370823e+02
1.589752442536239130e+02,1.705395086604097514e+02
1.746238794731542612e+02,1.727734810925370823e+02
1.789712563627406325e+02,1.735895411416776426e+02
1.794482024860419358e+02,1.764088941018393939e+02
1.879048359974490552e+02,1.890836906281140557e+02
1.593509593822694228e+02,1.728819871625320843e+02
1.766803274028322335e+02,1.728819871625320843e+02
1.751065916766091277e+02,1.727734810925370823e+02
1.812859886249254089e+02,1.728819871625320843e+02
1.708678482380472872e+02,1.727734810925370823e+02
1.715917025369251974e+02,1.719099627220425077e+02
1.836179417529646116e+02,1.754558168382440613e+02
1.662914117291426805e+02,1.719099627220425077e+02
1.479109897863880576e+02,1.719099627220425077e+02
1.687255666288745033e+02,1.727734810925370823e+02
1.708042845398475720e+02,1.727734810925370823e+02
1.728283592324401923e+02,1.727734810925370823e+02
1.759397010815117142e+02,1.749357684164143336e+02
1.767499075456943274e+02,1.719099627220425077e+02
1.596232344298628618e+02,1.728819871625320843e+02
1.705164759292069903e+02,1.714838161084538797e+02
1.846906194118289761e+02,1.727734810925370823e+02
1.748801627314698806e+02,1.719099627220425077e+02
1.735253246652641508e+02,1.730910310422098064e+02
1.709834451407144797e+02,1.735895411416776426e+02
1.749766192749608251e+02,1.728819871625320843e+02
1.684085023342387615e+02,1.728819871625320843e+02
1.741545702515729488e+02,1.727734810925370823e+02
1.776563531277003847e+02,1.728819871625320843e+02
1.734681048411544850e+02,1.735816506651377722e+02
1.481819333938388752e+02,1.541651984271632614e+02
1.743720335204662604e+02,1.719099627220425077e+02
1.498322141815249893e+02,1.727734810925370823e+02
1.682741943814750414e+02,1.735816506651377722e+02
1.640191300938979850e+02,1.715621358225532447e+02
1.449656698430101187e+02,1.730910310422098064e+02
1.417666458515388967e+02,1.727734810925370823e+02
1.685332000179004979e+02,1.719099627220425077e+02
1.835187692921089422e+02,1.728819871625320843e+02
1.599484222329951422e+02,1.714838161084538797e+02
1.745691186848643497e+02,1.719099627220425077e+02
1.740572690051172060e+02,1.727734810925370823e+02
1.462597693863546056e+02,1.727734810925370823e+02
1.505046223677306045e+02,1.719099627220425077e+02
1.730776012730497087e+02,1.728819871625320843e+02
1.665066491362257466e+02,1.735895411416776426e+02
1.593140220252257109e+02,1.705395086604097514e+02
1.697526573657381164e+02,1.715621358225532447e+02
1.765334211142453000e+02,1.727734810925370823e+02
1.663739553896927816e+02,1.707243938699323564e+02
1.774248987862220588e+02,1.714838161084538797e+02
1.695908895362484543e+02,1.734680196159201557e+02
1.670078485941867541e+02,1.727734810925370823e+02
1.679791726933551672e+02,1.735895411416776426e+02
1.757916628263178040e+02,1.727734810925370823e+02
1.591856160636594666e+02,1.685305562583081951e+02
1.739078417181272300e+02,1.727734810925370823e+02
1.287810222388857824e+02,1.792352697798560826e+02
1.483420678015648377e+02,1.727734810925370823e+02
1.662181536313177332e+02,1.714838161084538797e+02
1.460029019346780217e+02,1.719099627220425077e+02
1.584146421921730337e+02,1.715621358225532447e+02
1.626403828419974786e+02,1.730910310422098064e+02
1.755012068287379918e+02,1.735895411416776426e+02
1.732370553553369064e+02,1.728819871625320843e+02
1.733781614748277775e+02,1.728819871625320843e+02
1.713401485494078145e+02,1.735816506651377722e+02
1.603339519392725663e+02,1.730910310422098064e+02
1.832449979509789841e+02,1.730910310422098064e+02
1.776423101370878612e+02,1.730910310422098064e+02
1.738916834842559069e+02,1.727734810925370823e+02
1.661462438605525449e+02,1.701123446068012868e+02
1.684875309989234324e+02,1.795934443352385870e+02
1.512614823514660429e+02,1.628551139222999780e+02
1.635102773358459274e+02,1.792382977678295219e+02
1.709384734073936727e+02,1.716492512885419046e+02
1.683809282734840451e+02,1.728146759133236685e+02
1.693491952287993172e+02,1.736136212270837405e+02
1.619639191280301418e+02,1.716492512885419046e+02
1.644204046016591860e+02,1.718917030789847900e+02
1.563598224722453836e+02,1.728146759133236685e+02
1.525416780329307755e+02,1.718917030789847900e+02
1.322166315586866858e+02,1.701123446068012868e+02
1.275429963953017420e+02,1.728146759133236685e+02
1.694736676806111859e+02,1.718917030789847900e+02
1.672136740154286656e+02,1.718917030789847900e+02
1.455628825522540524e+02,1.716492512885419046e+02
1.763719913498878498e+02,1.728146759133236685e+02
1.768214292112766941e+02,1.716492512885419046e+02
1.714829692541657948e+02,1.709207590613976606e+02
1.643293479847672245e+02,1.718917030789847900e+02
1.637163781759580274e+02,1.718917030789847900e+02
1.456924877118908057e+02,1.700204154384697404e+02
1.787442745492454890e+02,1.738502299513003777e+02
1.239265892905978745e+02,1.728146759133236685e+02
1.659501608992212596e+02,1.812630701556344093e+02
1.493387164232384805e+02,1.728146759133236685e+02
1.611537054771438591e+02,1.701123446068012868e+02
1.661046570709757191e+02,1.635738409067523094e+02
1.589057727607994650e+02,1.695228202631348893e+02
1.698149077446532260e+02,1.718917030789847900e+02
1.751005830505000631e+02,1.741839156427652142e+02
1.738156232952194671e+02,1.746421327399119434e+02
1.570519511333052378e+02,1.728146759133236685e+02
1.772046998240935523e+02,1.712965548582472479e+02
1.869376200845096889e+02,1.738502299513003777e+02
1.722229496390633585e+02,1.700204154384697404e+02
1.485690251755283100e+02,1.728146759133236685e+02
1.751526262162560101e+02,1.718917030789847900e+02
1.811007860726685976e+02,1.716492512885419046e+02
1.645160460875062824e+02,1.709207590613976606e+02
1.584009324073313110e+02,1.728146759133236685e+02
1.667966588957078216e+02,1.695228202631348893e+02
1.687532497585738724e+02,1.728146759133236685e+02
1.546446262856197791e+02,1.718917030789847900e+02
1.719226855596035080e+02,1.698314135210589768e+02
1.862492301945582938e+02,1.900086260185504443e+02
1.696464470084396510e+02,1.707017221300646099e+02
1.682338468545979708e+02,1.716492512885419046e+02
1.728410266082203748e+02,1.736136212270837405e+02
1.729932790615532952e+02,1.728146759133236685e+02
1.646037438420359535e+02,1.709207590613976606e+02
1.382958755861599798e+02,1.728146759133236685e+02
1.818581529807627248e+02,1.741839156427652142e+02
1.711118630040609219e+02,1.728146759133236685e+02
1.599172659571691213e+02,1.741839156427652142e+02
